track,surface,rail,post,trainer_win_pct,jockey_win_pct,tj_win,days_since,start_since_layoff,ep,lp,last_track,this_track,win
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,13,,,,,,,,,Saratoga,0
Saratoga,,,14,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,13,,,,,,,,,Saratoga,0
Saratoga,,,14,,,,,,,,,Saratoga,0
Saratoga,,,15,,,,,,,,,Saratoga,0
Saratoga,,,16,,,,,,,,,Saratoga,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,10,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,9,,,,,,,,,Woodbine,0
Woodbine,,,10,,,,,,,,,Woodbine,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,10,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,10,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,11,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,12,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,10,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,10,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,11,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,12,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,10,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,11,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,12,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,7,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,2,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,6,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,8,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,1,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,3,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,4,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,5,,,,,,,,,Gulfstream Park,0
Gulfstream Park,,,9,,,,,,,,,Gulfstream Park,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,13,,,,,,,,,Saratoga,0
Saratoga,,,14,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,13,,,,,,,,,Saratoga,0
Saratoga,,,14,,,,,,,,,Saratoga,0
Saratoga,,,15,,,,,,,,,Saratoga,0
Saratoga,,,16,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,1,,,,,,,,,Saratoga,0
Saratoga,,,2,,,,,,,,,Saratoga,0
Saratoga,,,3,,,,,,,,,Saratoga,0
Saratoga,,,4,,,,,,,,,Saratoga,0
Saratoga,,,5,,,,,,,,,Saratoga,0
Saratoga,,,6,,,,,,,,,Saratoga,0
Saratoga,,,7,,,,,,,,,Saratoga,0
Saratoga,,,8,,,,,,,,,Saratoga,0
Saratoga,,,9,,,,,,,,,Saratoga,0
Saratoga,,,10,,,,,,,,,Saratoga,0
Saratoga,,,11,,,,,,,,,Saratoga,0
Saratoga,,,12,,,,,,,,,Saratoga,0
Saratoga,,,13,,,,,,,,,Saratoga,0
Saratoga,,,14,,,,,,,,,Saratoga,0
Saratoga,,,15,,,,,,,,,Saratoga,0
Saratoga,,,16,,,,,,,,,Saratoga,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,3,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,8,,,,,,,,,Woodbine,0
Woodbine,,,2,,,,,,,,,Woodbine,0
Woodbine,,,4,,,,,,,,,Woodbine,0
Woodbine,,,5,,,,,,,,,Woodbine,0
Woodbine,,,6,,,,,,,,,Woodbine,0
Woodbine,,,7,,,,,,,,,Woodbine,0
Woodbine,,,1,,,,,,,,,Woodbine,0
